DataSource,,Coastal,StationID,UID,Year,Season,JulianDate,Collection Date,Sta_Desc,Latitude,Longitude,US_L3CODE,US_L3NAME,US_L4CODE,US_L4NAME,VAHU6,ASSESS_REG,OFFICE_NM,VaName,Tidal,VAHUSB,FedName,HUC10,Basin,BASIN_CODE,Basin_Code,CountyCityName,FIPS,BASINS_HUC_12,WQS_ID,WQS_CLASS,WQS_SPSTDS,WQS_PWS,WQS_TROUT,WQS_TIER_III,Order,EDASOrder,totalArea_sqMile,ELEVMIN,ELEVMAX,ELEVMEAN,ELEVSD,ELEVRANGE,SLPMIN,SLPMAX,SLPMEAN,SLPSD,SLPRANGE,wshdRain_mmyr,siteRain_mmyr,wshdRain_inyr,siteRain_inyr,wshedRain_inyr,BenSampID,RepNum,Gradient,Target Count
VDEQ_BUG,Int,,1ACER012.66,1ACER012.66_2014_Fall,2014,Fall,261,9/18/2014,3.1 RM upstrm of old bridge near Rt. 611,38.6402,-77.5851,64,Northern Piedmont,64a,Triassic Lowlands,PL38,NRO,Northern,Cedar Run-Walnut Branch,N,PL,Walnut Branch-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Prince William,153,20700100604,RL_1A_227366,III,"PWS, g",Yes,,,4,4,105.3517118,53,416,125.9345402,44.29321484,363,0,29.35342026,3.32789474,2.790917468,29.35342026,28936.68,997.6,1139.239985,39.27561176,,CER6647,1,Riffle,200
VDEQ_BUG,Int,,1ACER016.46,1ACER016.46_2017_Spring,2017,Spring,108,4/18/2017,Rt. # 806  (Elk Run Rd),38.636404,-77.625626,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL38,NRO,Northern,Cedar Run-Walnut Branch,N,PL,Walnut Branch-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100604,RL_1A_227419,III,g,,,,5,2,,,,,,,,,,,,,,,,,CER9660,1,Riffle,200
VDEQ_BUG,Int,,1ACER016.46,1ACER016.46_2017_Fall,2017,Fall,240,8/28/2017,Rt. # 806  (Elk Run Rd),38.636404,-77.625626,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL38,NRO,Northern,Cedar Run-Walnut Branch,N,PL,Walnut Branch-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100604,RL_1A_227419,III,g,,,,5,2,,,,,,,,,,,,,,,,,CER10191,1,Riffle,200
VDEQ_BUG,Int,,1ACER016.46,1ACER016.46_2018_Spring,2018,Spring,100,4/10/2018,Rt. # 806  (Elk Run Rd),38.636404,-77.625626,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL38,NRO,Northern,Cedar Run-Walnut Branch,N,PL,Walnut Branch-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100604,RL_1A_227419,III,g,,,,5,2,,,,,,,,,,,,,,,,,CER11050,1,Riffle,200
VDEQ_BUG,Int,,1ACER016.46,1ACER016.46_2018_Fall,2018,Fall,297,10/24/2018,Rt. # 806  (Elk Run Rd),38.636404,-77.625626,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL38,NRO,Northern,Cedar Run-Walnut Branch,N,PL,Walnut Branch-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100604,RL_1A_227419,III,g,,,,5,2,,,,,,,,,,,,,,,,,CER11710,1,Riffle,200
VDEQ_BUG,Int,,1ACLK002.40,1ACLK002.40_2011_Spring,2011,Spring,81,3/22/2011,Rt. # 658  (St. Clair Lane),39.24327778,-77.51969444,64,Northern Piedmont,64d,Piedmont Limestone/Dolomite Lowlands,PL04,NRO,Northern,Potomac River-Tuscarora Creek,N,PL,Tuscarora Creek-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080401,RL_1A_246592,III,,,,,2,2,,,,,,,,,,,,,,,,,CLK1701,1,Riffle,200
VDEQ_BUG,Int,,1ACLK002.40,1ACLK002.40_2011_Fall,2011,Fall,272,9/29/2011,Rt. # 658  (St. Clair Lane),39.24327778,-77.51969444,64,Northern Piedmont,64d,Piedmont Limestone/Dolomite Lowlands,PL04,NRO,Northern,Potomac River-Tuscarora Creek,N,PL,Tuscarora Creek-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080401,RL_1A_246592,III,,,,,2,2,,,,,,,,,,,,,,,,,CLK2639,1,Riffle,200
VDEQ_BUG,Int,TRUE,1ACOW000.38,1ACOW000.38_2012_Spring,2012,Spring,121,4/30/2012,"Cow swamp at Rt 628, Stoney Knoll Rd",38.21027778,-77.07611111,65,Southeastern Plains,65m,Rolling Coastal Plain,PL66,PRO,Piedmont,Mattox Creek,T,PL,Mattox Creek,207001106,Potomac River Basin,1A,Potomac-Lower,King George,99,20700110603,RL_1A_309538,VII,,,,,1,,,,,,,,,,,,,,,,,,COW3332,1,MACS,200
VDEQ_BUG,Int,TRUE,1ACOW000.38,1ACOW000.38_2012_Fall,2012,Fall,284,10/10/2012,"Cow swamp at Rt 628, Stoney Knoll Rd",38.21027778,-77.07611111,65,Southeastern Plains,65m,Rolling Coastal Plain,PL66,PRO,Piedmont,Mattox Creek,T,PL,Mattox Creek,207001106,Potomac River Basin,1A,Potomac-Lower,King George,99,20700110603,RL_1A_309538,VII,,,,,1,,,,,,,,,,,,,,,,,,COW4012,1,MACS,200
VDEQ_BUG,Int,,1AGOO011.23,1AGOO011.23_2014_Spring,2014,Spring,157,6/6/2014,Rt. #  621  (Evergreen Mills Rd),39.01786667,-77.57606667,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL14,NRO,Northern,Goose Creek-Big Branch,N,PL,Big Branch-Goose Creek,207000807,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080702,RL_1A_244271,III,,,,,5,5,,,,,,,,,,,,,,,,,GOO5707,1,Riffle,200
VDEQ_BUG,Int,,1AGOO011.23,1AGOO011.23_2014_Fall,2014,Fall,259,9/16/2014,Rt. #  621  (Evergreen Mills Rd),39.01786667,-77.57606667,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL14,NRO,Northern,Goose Creek-Big Branch,N,PL,Big Branch-Goose Creek,207000807,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080702,RL_1A_244271,III,,,,,5,5,,,,,,,,,,,,,,,,,GOO6666,1,Riffle,200
VDEQ_BUG,Int,,1AGOO011.23,1AGOO011.23_2016_Spring,2016,Spring,105,4/14/2016,Rt. #  621  (Evergreen Mills Rd),39.01786667,-77.57606667,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL14,NRO,Northern,Goose Creek-Big Branch,N,PL,Big Branch-Goose Creek,207000807,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080702,RL_1A_244271,III,,,,,5,5,,,,,,,,,,,,,,,,,GOO8368,1,Riffle,200
VDEQ_BUG,Int,,1AGOO011.23,1AGOO011.23_2016_Fall,2016,Fall,259,9/15/2016,Rt. #  621  (Evergreen Mills Rd),39.01786667,-77.57606667,64,Northern Piedmont,64b,Trap Rock and Conglomerate Uplands,PL14,NRO,Northern,Goose Creek-Big Branch,N,PL,Big Branch-Goose Creek,207000807,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080702,RL_1A_244271,III,,,,,5,5,,,,,,,,,,,,,,,,,GOO8752,1,Riffle,200
VDEQ_BUG,Int,,1AGUT000.79,1AGUT000.79_2019_Spring,2019,Spring,100,4/10/2019,0.59 mile upstream Rt. 602,38.678567,-77.713903,64,Northern Piedmont,64a,Triassic Lowlands,PL36,NRO,Northern,Cedar Run-Owl Run,N,PL,Owl Run-Cedar Run,207001006,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100602,RL_1A_226272,III,g,,,,1,,,,,,,,,,,,,,,,,,GUT12039,1,MACS,200
VDEQ_BUG,Int,,1AHOC002.83,1AHOC002.83_2015_Spring,2015,Spring,139,5/19/2015,0.84 miles downstream Rt. 522,39.27495278,-78.23456111,67,Ridge and Valley,67b,Northern Shale Valleys,PU12,VRO,Valley,Hogue Creek,N,PU,Hogue Creek,207000404,Shenandoah River Basin,1A,Potomac-Lower,Frederick,69,20700040403,RL_1A_235228,IV,pH-6.5-9.5,,,,3,,39.64649629,185,715,297.89734,85.64185727,530,0,36.77889252,7.929693398,5.29306911,36.77889252,12496.5,950.9,491.9884547,37.43702809,,HOC7161,1,Riffle,200
VDEQ_BUG,Int,,1AHOC002.83,1AHOC002.83_2015_Fall,2015,Fall,265,9/22/2015,0.84 miles downstream Rt. 522,39.27495278,-78.23456111,67,Ridge and Valley,67b,Northern Shale Valleys,PU12,VRO,Valley,Hogue Creek,N,PU,Hogue Creek,207000404,Shenandoah River Basin,1A,Potomac-Lower,Frederick,69,20700040403,RL_1A_235228,IV,pH-6.5-9.5,,,,3,,39.64649629,185,715,297.89734,85.64185727,530,0,36.77889252,7.929693398,5.29306911,36.77889252,12496.5,950.9,491.9884547,37.43702809,,HOC7796,1,Riffle,200
VDEQ_BUG,Int,,1AISC004.64,1AISC004.64_2018_Spring,2018,Spring,135,5/15/2018,0.4 mile upstream Faughts Lane,39.305758,-78.288619,67,Ridge and Valley,67b,Northern Shale Valleys,PU11,VRO,Valley,Back Creek-Isaacs Creek,N,PU,Isaacs Creek-Back Creek,207000404,Shenandoah River Basin,1A,Potomac-Lower,Frederick,69,20700040402,RL_1A_234610,IV,pH-6.5-9.5,,,,3,,15.69330753,205,465,316.8569162,42.0608674,260,0,30.52552986,6.569165096,3.677985834,30.52552986,4743.86,945.6,186.7662426,37.22836656,,ISC11091,1,Riffle,200
VDEQ_BUG,Int,,1AISC004.64,1AISC004.64_2018_Fall,2018,Fall,283,10/10/2018,0.4 mile upstream Faughts Lane,39.305758,-78.288619,67,Ridge and Valley,67b,Northern Shale Valleys,PU11,VRO,Valley,Back Creek-Isaacs Creek,N,PU,Isaacs Creek-Back Creek,207000404,Shenandoah River Basin,1A,Potomac-Lower,Frederick,69,20700040402,RL_1A_234610,IV,pH-6.5-9.5,,,,3,,15.69330753,205,465,316.8569162,42.0608674,260,0,30.52552986,6.569165096,3.677985834,30.52552986,4743.86,945.6,186.7662426,37.22836656,,ISC11481,1,Riffle,200
VDEQ_BUG,Int,,1AJAC000.74,1AJAC000.74_2016_Spring,2016,Spring,102,4/11/2016,Downstream from Rt. 690,39.11516944,-77.72965833,64,Northern Piedmont,64c,Piedmont Uplands,PL12,NRO,Northern,North Fork Goose Creek,N,PL,North Fork Goose Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080602,RL_1A_245239,III,,,,,1,2,1.88147151,122,193,162.1790546,14.62916167,71,0,12.48904324,3.267676545,1.806297562,12.48904324,4235.7,1056.63,166.7599326,41.59962876,,JAC8116,1,Riffle,200
VDEQ_BUG,Int,,1AJAC000.74,1AJAC000.74_2016_Fall,2016,Fall,293,10/19/2016,Downstream from Rt. 690,39.11516944,-77.72965833,64,Northern Piedmont,64c,Piedmont Uplands,PL12,NRO,Northern,North Fork Goose Creek,N,PL,North Fork Goose Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080602,RL_1A_245239,III,,,,,1,2,1.88147151,122,193,162.1790546,14.62916167,71,0,12.48904324,3.267676545,1.806297562,12.48904324,4235.7,1056.63,166.7599326,41.59962876,,JAC8900,1,Riffle,200
VDEQ_BUG,Int,,1AJEE002.22,1AJEE002.22_2014_Spring,2014,Spring,135,5/15/2014,Rt. # 743 (Millville Rd),39.02469444,-77.87127778,64,Northern Piedmont,64c,Piedmont Uplands,PL08,NRO,Northern,Panther Skin Creek,N,PL,Panther Skin Creek,207000805,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080503,RL_1A_240178,III,,,,,2,2,5.118556316,155,538,302.3803948,123.7571688,383,0,32.6171608,7.816755007,5.846053927,32.6171608,2045.69,80.53901987,,39.59726548,1005.77,JEE5840,1,Riffle,200
VDEQ_BUG,Int,,1AJEE002.22,1AJEE002.22_2014_Fall,2014,Fall,317,11/13/2014,Rt. # 743 (Millville Rd),39.02469444,-77.87127778,64,Northern Piedmont,64c,Piedmont Uplands,PL08,NRO,Northern,Panther Skin Creek,N,PL,Panther Skin Creek,207000805,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080503,RL_1A_240178,III,,,,,2,2,5.118556316,155,538,302.3803948,123.7571688,383,0,32.6171608,7.816755007,5.846053927,32.6171608,2045.69,80.53901987,,39.59726548,1005.77,JEE6992,1,Riffle,200
VDEQ_BUG,Int,,1AJEE002.22,1AJEE002.22_2015_Spring,2015,Spring,146,5/26/2015,Rt. # 743 (Millville Rd),39.02469444,-77.87127778,64,Northern Piedmont,64c,Piedmont Uplands,PL08,NRO,Northern,Panther Skin Creek,N,PL,Panther Skin Creek,207000805,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080503,RL_1A_240178,III,,,,,2,2,,,,,,,,,,,,,,,,,JEE7230,1,Riffle,200
VDEQ_BUG,Int,,1AJEE002.22,1AJEE002.22_2015_Fall,2015,Fall,307,11/3/2015,Rt. # 743 (Millville Rd),39.02469444,-77.87127778,64,Northern Piedmont,64c,Piedmont Uplands,PL08,NRO,Northern,Panther Skin Creek,N,PL,Panther Skin Creek,207000805,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080503,RL_1A_240178,III,,,,,2,2,,,,,,,,,,,,,,,,,JEE7304,1,Riffle,200
VDEQ_BUG,Int,,1AKET003.77,1AKET003.77_2015_Spring,2015,Spring,133,5/13/2015,~0.45 RM DS of Rt. 646 (Aden Rd.),38.708,-77.5571,64,Northern Piedmont,64a,Triassic Lowlands,PL33,NRO,Northern,Kettle Run,N,PL,Kettle Run,207001005,Potomac River Basin,1A,Potomac-Lower,Prince William,153,20700100503,RL_1A_227690,III,g,,,,3,3,20.80214834,56,201,101.0546437,20.76535054,145,0,19.78417206,2.753623522,1.82673647,19.78417206,7011.25,971.28,276.0336136,38.23939073,,KET7158,1,Riffle,200
VDEQ_BUG,Int,,1AKET003.77,1AKET003.77_2015_Fall,2015,Fall,265,9/22/2015,~0.45 RM DS of Rt. 646 (Aden Rd.),38.708,-77.5571,64,Northern Piedmont,64a,Triassic Lowlands,PL33,NRO,Northern,Kettle Run,N,PL,Kettle Run,207001005,Potomac River Basin,1A,Potomac-Lower,Prince William,153,20700100503,RL_1A_227690,III,g,,,,3,3,20.80214834,56,201,101.0546437,20.76535054,145,0,19.78417206,2.753623522,1.82673647,19.78417206,7011.25,971.28,276.0336136,38.23939073,,KET7668,1,Riffle,200
VDEQ_BUG,Int,,1AKET012.22,1AKET012.22_2014_Spring,2014,Spring,114,4/24/2014,0.2 rm upstream of Rt. 761,38.7251,-77.6661,64,Northern Piedmont,64a,Triassic Lowlands,PL33,NRO,Northern,Kettle Run,N,PL,Kettle Run,207001005,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100503,RL_1A_240810,III,g,,,,2,2,4.126839412,98,201,128.9550647,16.29608715,103,0,15.47083664,3.165304085,2.108791778,15.47083664,2044.32,1014.35,80.48508283,39.93506094,,KET6008,1,MACS,200
VDEQ_BUG,Int,,1AKET012.22,1AKET012.22_2014_Fall,2014,Fall,293,10/20/2014,0.2 rm upstream of Rt. 761,38.7251,-77.6661,64,Northern Piedmont,64a,Triassic Lowlands,PL33,NRO,Northern,Kettle Run,N,PL,Kettle Run,207001005,Potomac River Basin,1A,Potomac-Lower,Fauquier,61,20700100503,RL_1A_240810,III,g,,,,2,2,4.126839412,98,201,128.9550647,16.29608715,103,0,15.47083664,3.165304085,2.108791778,15.47083664,2044.32,1014.35,80.48508283,39.93506094,,KET6822,1,MACS,200
VDEQ_BUG,Int,,1ALIM001.16,1ALIM001.16_2011_Spring,2011,Spring,81,3/22/2011,Rt. # 15  (James Monroe Hwy),39.16777778,-77.53694444,64,Northern Piedmont,64a,Triassic Lowlands,PL05,NRO,Northern,Potomac River-Limestone Branch,N,PL,Limestone Branch-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080403,RL_1A_246222,III,PWS,Yes,,,2,2,,,,,,,,,,,,,,,,,LIM1704,1,Riffle,200
VDEQ_BUG,Int,,1ALIM001.16,1ALIM001.16_2011_Fall,2011,Fall,272,9/29/2011,Rt. # 15  (James Monroe Hwy),39.16777778,-77.53694444,64,Northern Piedmont,64a,Triassic Lowlands,PL05,NRO,Northern,Potomac River-Limestone Branch,N,PL,Limestone Branch-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080403,RL_1A_246222,III,PWS,Yes,,,2,2,,,,,,,,,,,,,,,,,LIM2641,1,Riffle,200
VDEQ_BUG,Int,,1ALIM001.16,1ALIM001.16_2012_Spring,2012,Spring,108,4/17/2012,Rt. # 15  (James Monroe Hwy),39.16777778,-77.53694444,64,Northern Piedmont,64a,Triassic Lowlands,PL05,NRO,Northern,Potomac River-Limestone Branch,N,PL,Limestone Branch-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080403,RL_1A_246222,III,PWS,Yes,,,2,2,,,,,,,,,,,,,,,,,LIM2843,1,Riffle,200
VDEQ_BUG,Int,,1ALIM001.16,1ALIM001.16_2012_Fall,2012,Fall,293,10/19/2012,Rt. # 15  (James Monroe Hwy),39.16777778,-77.53694444,64,Northern Piedmont,64a,Triassic Lowlands,PL05,NRO,Northern,Potomac River-Limestone Branch,N,PL,Limestone Branch-Potomac River,207000804,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080403,RL_1A_246222,III,PWS,Yes,,,2,2,,,,,,,,,,,,,,,,,LIM4051,1,Riffle,200
VDEQ_BUG,Int,,1AMIH001.98,1AMIH001.98_2019_Fall,2019,Fall,318,11/14/2019,Rt. # 673   (Featherbed Lane),39.23638889,-77.61430555,64,Northern Piedmont,64c,Piedmont Uplands,PL03,NRO,Northern,Catoctin Creek,N,PL,Catoctin Creek,207000803,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080302,RL_1A_246503,III,,,,,2,2,,,,,,,,,,,,,,,,,MIH12216,1,Riffle,200
VDEQ_BUG,Int,,1AMIH001.98,1AMIH001.98_2020_Spring,2020,Spring,72,3/12/2020,Rt. # 673   (Featherbed Lane),39.23638889,-77.61430555,64,Northern Piedmont,64c,Piedmont Uplands,PL03,NRO,Northern,Catoctin Creek,N,PL,Catoctin Creek,207000803,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080302,RL_1A_246503,III,,,,,2,2,,,,,,,,,,,,,,,,,MIH19142,1,Riffle,200
VDEQ_BUG,Int,,1AMIH001.98,1AMIH001.98_2020_Fall,2020,Fall,266,9/22/2020,Rt. # 673   (Featherbed Lane),39.23638889,-77.61430555,64,Northern Piedmont,64c,Piedmont Uplands,PL03,NRO,Northern,Catoctin Creek,N,PL,Catoctin Creek,207000803,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080302,RL_1A_246503,III,,,,,2,2,,,,,,,,,,,,,,,,,MIH19553,1,Riffle,200
VDEQ_BUG,Int,,1ANOB000.75,1ANOB000.75_2014_Spring,2014,Spring,153,6/2/2014,Rt. 630  (Jeb Stuart Rd),39.05363333,-77.75181667,64,Northern Piedmont,64c,Piedmont Uplands,PL11,NRO,Northern,Beaverdam Creek,N,PL,Beaverdam Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080601,RL_1A_240396,III,,,,,3,3,,,,,,,,,,,,,,,,,NOB5887,1,Riffle,200
VDEQ_BUG,Int,,1ANOB000.75,1ANOB000.75_2014_Fall,2014,Fall,259,9/16/2014,Rt. 630  (Jeb Stuart Rd),39.05363333,-77.75181667,64,Northern Piedmont,64c,Piedmont Uplands,PL11,NRO,Northern,Beaverdam Creek,N,PL,Beaverdam Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080601,RL_1A_240396,III,,,,,3,3,,,,,,,,,,,,,,,,,NOB6257,1,Riffle,200
VDEQ_BUG,Int,,1ANOB000.75,1ANOB000.75_2016_Spring,2016,Spring,102,4/11/2016,Rt. 630  (Jeb Stuart Rd),39.05363333,-77.75181667,64,Northern Piedmont,64c,Piedmont Uplands,PL11,NRO,Northern,Beaverdam Creek,N,PL,Beaverdam Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080601,RL_1A_240396,III,,,,,3,3,,,,,,,,,,,,,,,,,NOB8118,1,Riffle,200
VDEQ_BUG,Int,,1ANOB000.75,1ANOB000.75_2016_Fall,2016,Fall,266,9/22/2016,Rt. 630  (Jeb Stuart Rd),39.05363333,-77.75181667,64,Northern Piedmont,64c,Piedmont Uplands,PL11,NRO,Northern,Beaverdam Creek,N,PL,Beaverdam Creek,207000806,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080601,RL_1A_240396,III,,,,,3,3,,,,,,,,,,,,,,,,,NOB8905,1,Riffle,200
VDEQ_BUG,Int,,1ANOC004.38,1ANOC004.38_2011_Fall,2011,Fall,278,10/5/2011,Rt. # 287  (Berlin Pike),39.19194444,-77.67555556,64,Northern Piedmont,64c,Piedmont Uplands,PL02,NRO,Northern,South Fork Catoctin Creek,N,PL,South Fork Catoctin Creek,207000803,Potomac River Basin,1A,Potomac-Lower,Loudoun,107,20700080301,RL_1A_245728,III,,,,,3,2,,,,,,,,,,,,,,,,,NOC2664,1,Riffle,200
