StationID,Sta_Desc,BenSampID,RepNum,Collection Date,Sample Comments,Collected By,Field Team,Entered By,Taxonomist,Entered Date,Gradient,Target Count,Season,EPA_ECO_US_L3NAME,EPA_ECO_US_L3CODE
4ADAY003.97,NORTH OF RT. 697-USFS ACCESS OFF RT. 460,DAY4933R110,1,6/10/2013,,RICHARD (DREW)D MILLER,RDM,GJD,GEORGEJ DEVLIN,2014-02-26T00:00:00Z,Riffle,110,Spring,Ridge and Valley,67
4ADAY003.97,NORTH OF RT. 697-USFS ACCESS OFF RT. 460,DAY5036R110,2,6/10/2013,,RICHARD (DREW)D MILLER,RDM,RDM,RICHARD (DREW)D MILLER,2014-02-26T00:00:00Z,Riffle,110,Spring,Ridge and Valley,67
4ADAY003.97,NORTH OF RT. 697-USFS ACCESS OFF RT. 460,DAY5047R110,1,10/21/2013,,RICHARD (DREW)D MILLER,RDM,RDM,RICHARD (DREW)D MILLER,2014-02-26T00:00:00Z,Riffle,110,Fall,Ridge and Valley,67
4ADAY003.97,NORTH OF RT. 697-USFS ACCESS OFF RT. 460,DAY5201R110,2,10/21/2013,,RICHARD (DREW)D MILLER,RDM,GJD,GEORGEJ DEVLIN,2014-03-10T00:00:00Z,Riffle,110,Fall,Ridge and Valley,67
4AGOS000.71,Along Rt. 653,FAMGOS4068,1,5/3/2000,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2007-01-04T00:00:00Z,Riffle,110,Spring,Blue Ridge,66
4AGOS000.71,Along Rt. 653,FAMGOS4069,1,10/12/2000,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2007-01-04T00:00:00Z,Riffle,110,Fall,Blue Ridge,66
4AGOS000.71,Along Rt. 653,FAMGOS4067,1,11/8/2005,,GEORGEJ DEVLIN,"GJD, RDM",GJD,GEORGEJ DEVLIN,2007-01-04T00:00:00Z,Riffle,110,Fall,Blue Ridge,66
4AGOS000.71,Along Rt. 653,GOS2190R110,1,6/15/2011,,GEORGEJ DEVLIN,"GD, RS",GJD,GEORGEJ DEVLIN,2012-03-16T00:00:00Z,Riffle,110,Spring,Blue Ridge,66
4AGOS000.71,Along Rt. 653,GOS2761R110,2,6/15/2011,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2012-09-12T00:00:00Z,Riffle,110,Spring,Blue Ridge,66
4AGOS000.71,Along Rt. 653,GOS2746R110,1,11/8/2011,,GEORGEJ DEVLIN,GD,GJD,GEORGEJ DEVLIN,2012-09-12T00:00:00Z,Riffle,110,Fall,Blue Ridge,66
4AIVV002.00,Btwn Rts 610 & 639 upst of Talbott Resv,IVV1156R110,1,4/26/2010,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2020-07-30T17:19:54Z,Riffle,110,Spring,Blue Ridge,66
4AIVV002.00,Btwn Rts 610 & 639 upst of Talbott Resv,IVV1654R110,1,9/8/2010,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2011-11-28T00:00:00Z,Riffle,110,Fall,Blue Ridge,66
4ALLC002.18,Little Sycamore at Rt 653,LLC8443R110,1,3/31/2016,,KELLYJ HAZLEGROVE,Hazlegrove,KJW,KELLYJ HAZLEGROVE,2016-09-12T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ALLC002.18,Little Sycamore at Rt 653,LLC8518R110,2,3/31/2016,,KELLYJ HAZLEGROVE,Hazlegrove,KJW,KELLYJ HAZLEGROVE,2016-12-08T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ALLC002.18,Little Sycamore at Rt 653,LLC9259R110,1,11/17/2016,,KELLYJ HAZLEGROVE,KJH,KJW,KELLYJ HAZLEGROVE,2017-05-22T00:00:00Z,Riffle,110,Fall,Piedmont,45
4AMSA000.02,Above Rt 603 Bridge,SMA12690R110,1,5/22/2019,"Acroneuria, Rhyacophila, Drunella, Hydropsyche, Simulidae, Epeorus.",RICHARD (DREW)D MILLER,RDM,BS,BRETT STERN,2020-03-12T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASIT001.46,North of Blacksburg,SIT4668R110,1,5/30/2013,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2013-12-03T00:00:00Z,Riffle,110,Spring,Ridge and Valley,67
4ASOT002.90,Above Rt. 40,SOT9004R110,1,4/7/2016,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2017-03-20T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASOT002.90,Above Rt. 40,SOT9114R110,2,4/7/2016,"Sample Tag labelled as Replicate 1, but Replicate 2 was entered into database as Replicate 1 prior to this entry so RDM entered this sample as Rep 2.",GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2017-04-26T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASOT002.90,Above Rt. 40,SOT9428R110,1,10/19/2016,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2017-07-17T00:00:00Z,Riffle,110,Fall,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE4191R110,1,10/22/2012,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2013-06-25T00:00:00Z,Riffle,110,Fall,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE6659R110,1,5/20/2014,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2015-04-30T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE6630R110,1,10/21/2014,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2015-04-30T00:00:00Z,Riffle,110,Fall,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE9358R110,1,5/10/2016,,GEORGEJ DEVLIN,"GJD, SW",GJD,GEORGEJ DEVLIN,2017-05-26T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE9150R110,2,5/10/2016,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2017-04-26T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE9379R110,1,8/25/2016,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2017-06-26T00:00:00Z,Riffle,110,Fall,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE11380R110,1,6/6/2018,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2019-03-15T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE11298R110,2,6/6/2018,,GEORGEJ DEVLIN,"GJD, SH, MD",GJD,GEORGEJ DEVLIN,2019-03-15T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE11800R110,1,5/22/2019,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2019-09-04T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE063.69,Upstr of confluence with Shooting Creek,SRE12550R110,1,10/24/2019,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2020-02-25T00:00:00Z,Riffle,110,Fall,Piedmont,45
4ASRE069.46,Downstream of Iron Bridge Rd Bridge,FAMSRE5193,1,4/10/2008,,RICHARD (DREW)D MILLER,RDM,RDM,RICHARD (DREW)D MILLER,2008-12-18T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE069.46,Downstream of Iron Bridge Rd Bridge,SRE12042R110,1,5/21/2019,,RICHARD (DREW)D MILLER,RDM,GJD,GEORGEJ DEVLIN,2020-02-14T00:00:00Z,Riffle,110,Spring,Piedmont,45
4ASRE069.46,Downstream of Iron Bridge Rd Bridge,SRE12615R110,2,5/21/2019,,RICHARD (DREW)D MILLER,RDM,BS,BRETT STERN,2020-03-12T00:00:00Z,Riffle,110,Spring,Piedmont,45
4AXOF001.26,Off Rt. 629 near TMWMA,XOF3450R110,1,4/25/2012,,GEORGEJ DEVLIN,GD,GJD,GEORGEJ DEVLIN,2012-12-17T00:00:00Z,Riffle,110,Spring,Piedmont,45
4AXOF001.26,Off Rt. 629 near TMWMA,XOF3642R110,1,9/12/2012,,GEORGEJ DEVLIN,gjd,RDM,RICHARD (DREW)D MILLER,2013-02-06T00:00:00Z,Riffle,110,Fall,Piedmont,45
4AXSP001.93,East of Rt. 625,XSP4352R110,1,4/19/2011,,GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2013-08-12T00:00:00Z,Riffle,110,Spring,Piedmont,45
4AXSP001.93,East of Rt. 625,XSP4351R110,1,11/2/2011,Original data entered under incorrect station ID (4AXSP0001.93),GEORGEJ DEVLIN,GJD,GJD,GEORGEJ DEVLIN,2013-08-12T00:00:00Z,Riffle,110,Fall,Piedmont,45
4AXSP001.93,East of Rt. 625,XSP4353R110,2,11/2/2011,,GEORGEJ DEVLIN,GJD,RDM,RICHARD (DREW)D MILLER,2013-08-12T00:00:00Z,Riffle,110,Fall,Piedmont,45

