Biologist Comment,DataSource,UID,StationID,RefStressCode,Region,Year,LatitudeDD,LongitudeDD,Basin,SubBasin,EcoRegion,BioRegion,DO,pH,SpCond,TN,TP,TotHab,TotHabStress,TNStress,TPStress,DOStress,PHStress,SpCondStress,CountStress,CountRef,CountFair,CountFilterParms,StressLevel,RefLevel,S1,S2,S3,R1,R2,R3,R4,HighestStressCount,HighestStress,HighStressCount,HighStress,ModStressCount,ModStress,Mod2StressCount,Mod2Stress,LowStressCount,LowStress,LowestStressCount,LowestStress,BestRefCount,BestRef,GoodRefCount,GoodRef,BestRefModCount,BestRefMod,BestRefModCount2,BestRefMod2,GoodRefModCount,GoodRefMod,GoodRefModCount2,GoodRefMod2
,VDEQ_BUG,1ABUL025.94,1ABUL025.94,GoodRef,NRO,9/16/2014,38.889444,-77.570556,Potomac,Potomac,Northern Piedmont,Piedmont,10.49,7.85,186,0.62,0.03,161,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,1ABUL025.94,1ABUL025.94,GoodRef,NRO,4/22/2014,38.889444,-77.570556,Potomac,Potomac,Northern Piedmont,Piedmont,13.08,8.66,156,0.62,0.03,154,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,1ACAA001.18,1ACAA001.18,zLow Stress,NRO,9/24/2019,38.8303333,-77.5978056,Potomac,Potomac,Northern Piedmont,Piedmont,7.22,7.1,253,0.8,0.02,121,Fair,Ref,Ref,Fair,Ref,Fair,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACAA001.18,1ACAA001.18,GoodRefModStress,NRO,3/14/2019,38.8303333,-77.5978056,Potomac,Potomac,Northern Piedmont,Piedmont,13.09,7.72,168,0.8,0.02,120,Stress,Ref,Ref,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,1ACAX003.81,1ACAX003.81,Moderate Stress,NRO,8/23/2012,39.2577,-77.5685,Potomac,Potomac,Northern Piedmont,Piedmont,7.36,7.1,246,0.87,0.055,142,Fair,Ref,Stress,Fair,Ref,Ref,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACAX003.81,1ACAX003.81,GoodRefModStress,NRO,5/29/2012,39.2577,-77.5685,Potomac,Potomac,Northern Piedmont,Piedmont,8.02,6.88,200,0.87,0.055,158,Ref,Ref,Stress,Ref,Ref,Ref,1,5,0,6,S2,R2,0,1,0,0,1,0,0,0,,0,,1,,1,,0,,0,,0,,1,,1,,0,,2,GoodRefModStress,1,
,VDEQ_BUG,1ACAX004.57,1ACAX004.57,zLow Stress,NRO,9/13/2013,39.255,-77.57666667,Potomac,Potomac,Northern Piedmont,Piedmont,7.97,7.6,209,1.11,0.04,136,Fair,Fair,Fair,Fair,Ref,Ref,0,2,4,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACAX004.57,1ACAX004.57,zLowest Stress,NRO,6/6/2013,39.255,-77.57666667,Potomac,Potomac,Northern Piedmont,Piedmont,8.68,7.64,180,1.11,0.04,171,Ref,Fair,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACER012.66,1ACER012.66,zLow Stress,NRO,9/18/2014,38.6402,-77.5851,Potomac,Potomac,Northern Piedmont,Piedmont,7.29,7.27,208.1,0.74,0.04,145,Fair,Ref,Fair,Fair,Ref,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACER016.46,1ACER016.46,GoodRef,NRO,8/28/2017,38.63638889,-77.625,Potomac,Potomac,Northern Piedmont,Piedmont,10.05,8.04,223,0.79,0.04,157,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,1ACER016.46,1ACER016.46,GoodRef,NRO,4/18/2017,38.63638889,-77.625,Potomac,Potomac,Northern Piedmont,Piedmont,10.95,8.01,208,0.79,0.04,155,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
,VDEQ_BUG,1ACER016.46,1ACER016.46,zLowest Stress,NRO,10/24/2018,38.63638889,-77.625,Potomac,Potomac,Northern Piedmont,Piedmont,11.25,7.74,211,0.79,0.04,144,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACER016.46,1ACER016.46,zLow Stress,NRO,4/10/2018,38.63638889,-77.625,Potomac,Potomac,Northern Piedmont,Piedmont,16.71,9.34,230,0.79,0.04,143,Fair,Ref,Fair,Ref,Fair2,Ref,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACLK002.40,1ACLK002.40,zLow Stress,NRO,9/29/2011,39.243278,-77.519694,Potomac,Potomac,Northern Piedmont,Piedmont,8.2,7.6,331,1.4,0.05,134,Fair,Fair,Fair,Ref,Ref,Fair,0,2,4,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACRM004.09,1ACRM004.09,Moderate Stress,NRO,9/8/2016,38.94428751,-77.79776866,Potomac,Potomac,Northern Piedmont,Piedmont,5.74,6.79,134,1.39,0.125,125,Fair,Fair,Stress,Stress,Ref,Ref,2,2,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACRM004.09,1ACRM004.09,Moderate Stress,NRO,5/26/2016,38.94428751,-77.79776866,Potomac,Potomac,Northern Piedmont,Piedmont,9.59,7.52,116,1.39,0.125,120,Stress,Fair,Stress,Ref,Ref,Ref,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB002.61,1ACUB002.61,zLow Stress,NRO,10/10/2018,38.82113333,-77.46593056,Potomac,Potomac,Northern Piedmont,Piedmont,7.84,7.73,494,0.84,0.03,130,Fair,Ref,Fair,Fair,Ref,Fair,0,2,4,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACUB002.61,1ACUB002.61,zLow Stress,NRO,9/12/2017,38.82113333,-77.46593056,Potomac,Potomac,Northern Piedmont,Piedmont,8.59,7.02,466,0.84,0.03,132,Fair,Ref,Fair,Ref,Ref,Fair,0,3,3,6,S3,R4,0,0,1,0,0,0,1,1,,0,,1,,0,,2,zLow Stress,1,,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1ACUB002.61,1ACUB002.61,Moderate Stress,NRO,4/9/2018,38.82113333,-77.46593056,Potomac,Potomac,Northern Piedmont,Piedmont,10.37,7.79,938,0.84,0.03,125,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB003.74,1ACUB003.74,Moderate Stress,NRO,9/12/2017,38.83305556,-77.46361111,Potomac,Potomac,Northern Piedmont,Piedmont,8.19,7.27,482,0.85,0.04,108,Stress,Ref,Fair,Ref,Ref,Fair,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB003.74,1ACUB003.74,Moderate Stress,NRO,10/10/2018,38.83305556,-77.46361111,Potomac,Potomac,Northern Piedmont,Piedmont,8.36,7.79,515,0.85,0.04,127,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB003.74,1ACUB003.74,Moderate Stress,NRO,3/7/2017,38.83305556,-77.46361111,Potomac,Potomac,Northern Piedmont,Piedmont,11.3,8.03,716,0.85,0.04,116,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB003.74,1ACUB003.74,Moderate Stress,NRO,4/9/2018,38.83305556,-77.46361111,Potomac,Potomac,Northern Piedmont,Piedmont,12.45,7.95,856,0.85,0.04,119,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB004.63,1ACUB004.63,Highest Stress,NRO,4/20/2010,38.84146533,-77.46378691,Potomac,Potomac,Northern Piedmont,Piedmont,7,7.5,636,0.94,0.04,114,Stress,Ref,Fair,Stress,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1ACUB004.63,1ACUB004.63,Moderate Stress,NRO,3/18/2009,38.84146533,-77.46378691,Potomac,Potomac,Northern Piedmont,Piedmont,10.6,7.6,1156,0.94,0.04,113,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB004.63,1ACUB004.63,Moderate Stress,NRO,11/18/2009,38.84146533,-77.46378691,Potomac,Potomac,Northern Piedmont,Piedmont,10.9,7.6,351,0.94,0.04,115,Stress,Ref,Fair,Ref,Ref,Fair,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB008.60,1ACUB008.60,Moderate Stress,NRO,10/9/2018,38.882375,-77.46994722,Potomac,Potomac,Northern Piedmont,Piedmont,9.11,7.71,718,0.68,0.04,120,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB008.60,1ACUB008.60,Moderate Stress,NRO,9/12/2017,38.882375,-77.46994722,Potomac,Potomac,Northern Piedmont,Piedmont,9.3,7.67,675,0.68,0.04,135,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB008.60,1ACUB008.60,Moderate Stress,NRO,3/7/2017,38.882375,-77.46994722,Potomac,Potomac,Northern Piedmont,Piedmont,11.57,8.14,961,0.68,0.04,126,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB008.60,1ACUB008.60,Moderate Stress,NRO,3/6/2018,38.882375,-77.46994722,Potomac,Potomac,Northern Piedmont,Piedmont,12.23,7.62,1034,0.68,0.04,125,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB011.25,1ACUB011.25,Highest Stress,NRO,5/8/2015,38.908333,-77.466833,Potomac,Potomac,Northern Piedmont,Piedmont,3.84,7.21,1084,0.99,0.04,91,Stress,Ref,Fair,Stress,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1ACUB011.25,1ACUB011.25,Highest Stress,NRO,8/31/2016,38.908333,-77.466833,Potomac,Potomac,Northern Piedmont,Piedmont,4.76,6.68,1013,0.99,0.04,103,Stress,Ref,Fair,Stress,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1ACUB011.25,1ACUB011.25,Moderate Stress,NRO,10/15/2015,38.908333,-77.466833,Potomac,Potomac,Northern Piedmont,Piedmont,9.37,7.71,803,0.99,0.04,86,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1ACUB011.25,1ACUB011.25,Moderate Stress,NRO,3/8/2016,38.908333,-77.466833,Potomac,Potomac,Northern Piedmont,Piedmont,9.56,6.17,760,0.99,0.04,92,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Highest Stress,NRO,9/23/2019,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,5.17,7.47,656,0.92,0.03,76,Stress,Ref,Fair,Stress,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Moderate Stress,NRO,10/9/2018,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,10.82,8.22,452,0.92,0.03,93,Stress,Ref,Fair,Ref,Ref,Fair,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Moderate Stress,NRO,3/13/2012,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,11.27,8.14,436,0.92,0.03,105,Stress,Ref,Fair,Ref,Ref,Fair,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Moderate2 Stress,NRO,10/16/2012,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,11.62,8.18,583,0.92,0.03,153,Ref,Ref,Fair,Ref,Ref,Stress,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Moderate Stress,NRO,3/6/2018,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,14.47,7.18,571,0.92,0.03,105,Stress,Ref,Fair,Ref,Ref,Stress,2,3,1,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC001.39,1AELC001.39,Moderate Stress,NRO,3/14/2019,38.8713,-77.4942,Potomac,Potomac,Northern Piedmont,Piedmont,15.53,8.62,500,0.92,0.03,94,Stress,Ref,Fair,Ref,Ref,Fair,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC004.49,1AELC004.49,Moderate Stress,NRO,10/12/2017,38.89943088,-77.50861615,Potomac,Potomac,Northern Piedmont,Piedmont,6.4,7.68,366,1.19,0.075,152,Ref,Fair,Stress,Stress,Ref,Fair,2,2,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AELC004.49,1AELC004.49,Moderate Stress,NRO,4/3/2017,38.89943088,-77.50861615,Potomac,Potomac,Northern Piedmont,Piedmont,11.2,7.81,496,1.19,0.075,128,Fair,Fair,Stress,Ref,Ref,Fair,1,2,3,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AFLL000.88,1AFLL000.88,Highest Stress,NRO,9/23/2019,38.867777,-77.464722,Potomac,Potomac,Northern Piedmont,Piedmont,4.31,7.03,558,1.11,0.06,86,Stress,Fair,Stress,Stress,Ref,Stress,4,1,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AFLL000.88,1AFLL000.88,Highest Stress,NRO,10/9/2018,38.867777,-77.464722,Potomac,Potomac,Northern Piedmont,Piedmont,6.64,7.17,432,1.11,0.06,88,Stress,Fair,Stress,Stress,Ref,Fair,3,1,2,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AFLL000.88,1AFLL000.88,Highest Stress,NRO,3/11/2019,38.867777,-77.464722,Potomac,Potomac,Northern Piedmont,Piedmont,11.32,7.33,715,1.11,0.06,90,Stress,Fair,Stress,Ref,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AFLL000.88,1AFLL000.88,Highest Stress,NRO,3/6/2018,38.867777,-77.464722,Potomac,Potomac,Northern Piedmont,Piedmont,12.15,7.59,830,1.11,0.06,95,Stress,Fair,Stress,Ref,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AFOU002.06,1AFOU002.06,Highest Stress,NRO,9/16/2015,38.84317,-77.07989,Potomac,Potomac,Southeastern Plains,Coast,9.62,6.06,562,1.47,0.065,96,Stress,Fair,Stress,Ref,Ref,Stress,3,2,1,6,S1,R4,1,0,0,0,0,0,1,2,Highest Stress,1,,1,,0,,1,,0,,0,,0,,0,,1,,0,,1,
,VDEQ_BUG,1AFOU002.06,1AFOU002.06,Moderate Stress,NRO,4/15/2015,38.84317,-77.07989,Potomac,Potomac,Southeastern Plains,Coast,12.45,7.78,482,1.47,0.065,80,Stress,Fair,Stress,Ref,Ref,Fair,2,2,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AFRY000.85,1AFRY000.85,Moderate Stress,NRO,10/4/2016,38.9406327,-77.40949755,Potomac,Potomac,Northern Piedmont,Piedmont,4.21,6.72,396,0.56,0.04,144,Fair,Ref,Fair,Stress,Ref,Fair,1,2,3,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AFRY000.85,1AFRY000.85,Moderate Stress,NRO,3/7/2016,38.9406327,-77.40949755,Potomac,Potomac,Northern Piedmont,Piedmont,10.75,7,780,0.56,0.04,147,Fair,Ref,Fair,Ref,Ref,Stress,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AGOO011.23,1AGOO011.23,Moderate Stress,NRO,9/15/2016,39.017867,-77.576067,Potomac,Potomac,Northern Piedmont,Piedmont,6.76,7.2,242,0.8,0.04,146,Fair,Ref,Fair,Stress,Ref,Ref,1,3,2,6,S2,R4,0,1,0,0,0,0,1,1,,0,,2,Moderate Stress,1,,1,,0,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AGOO011.23,1AGOO011.23,Moderate2 Stress,NRO,9/13/2013,39.017867,-77.576067,Potomac,Potomac,Northern Piedmont,Piedmont,6.78,7.38,207,0.8,0.04,162,Ref,Ref,Fair,Stress,Ref,Ref,1,4,1,6,S2,R3,0,1,0,0,0,1,0,0,,1,,1,,2,Moderate2 Stress,0,,1,,0,,0,,1,,0,,1,,0,
,VDEQ_BUG,1AGOO011.23,1AGOO011.23,zLowest Stress,NRO,6/6/2013,39.017867,-77.576067,Potomac,Potomac,Northern Piedmont,Piedmont,7.9,7.37,160,0.8,0.04,159,Ref,Ref,Fair,Fair,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1AGOO011.23,1AGOO011.23,zLowest Stress,NRO,9/16/2014,39.017867,-77.576067,Potomac,Potomac,Northern Piedmont,Piedmont,8.05,7.56,194,0.8,0.04,149,Fair,Ref,Fair,Ref,Ref,Ref,0,4,2,6,S3,R3,0,0,1,0,0,1,0,0,,1,,0,,1,,1,,2,zLowest Stress,1,,1,,0,,0,,0,,0,
,VDEQ_BUG,1AGOO011.23,1AGOO011.23,GoodRef,NRO,6/6/2014,39.017867,-77.576067,Potomac,Potomac,Northern Piedmont,Piedmont,9.48,7.62,159,0.8,0.04,167,Ref,Ref,Fair,Ref,Ref,Ref,0,5,1,6,S3,R2,0,0,1,0,1,0,0,0,,0,,0,,0,,1,,1,,1,,2,GoodRef,0,,0,,1,,1,
